scan_code,item_name,department,vendor,count,cost,price,total_cost,total_retail
2113601037,TOPO CHICO 12OZ,01 Water,,1258,1.47,8.02,1849.26,10089.16
81752202301,Sapphire Blue 7s,Scratch,,-4315,2.27,1.94,-9795.05,-8371.1
8769200490,TWISTED TEA PEACH 24OZ SINGLE ,07 Beer,,2534,2.06,1.5,5220.04,3801.0
81752202304,Diamond White 7s,Scratch,,-3987,3.71,9.79,-14791.77,-39032.729999999996
81752202296,2296 LADY LUCK,Scratch,,1451,3.74,8.62,5426.740000000001,12507.619999999999
61076486365,BANG STAR BLAST,08 Energy Drinks,,-1348,2.18,6.19,-2938.6400000000003,-8344.12
1200000134,MOUNTAIN DEW DIET 20 OZ,08 Soda,,3509,2.95,7.36,10351.550000000001,25826.24
7716246352,Fountn 44,08 Fountain,,-4257,4.18,7.04,-17794.26,-29969.28
7800002377,VENOM RATTLER,08 Energy Drinks,,4715,3.5,3.8,16502.5,17917.0
7084702901,MONSTER JUICE MANGO LOCO 16OZ ,08 Energy Drinks,,-1538,1.87,7.84,-2876.06,-12057.92
4900002979,PIBB XTRA 20OZ,08 Soda,,3730,0.89,2.95,3319.7000000000003,11003.5
5200013519,GATORADE FROST GLACIER FREEZE 28OZ,08 Sports Drinks,,-3199,0.93,6.92,-2975.07,-22137.079999999998
5200013508,GATORADE LIME CUCUMBER 28OZ,08 Sports Drinks,,-1300,1.19,2.69,-1547.0,-3497.0
61126932121,RED BULL COCONUT BERRY 12OZ,08 Energy Drinks,,-536,0.95,1.3,-509.2,-696.8000000000001
81752202246,2246 Bonus Game Bingo,Scratch,,167,3.47,5.94,579.49,991.98
81752202375,POWER 100X 10,Scratch,,2581,4.27,6.12,11020.869999999999,15795.720000000001
7084701247,MONSTER ZERO ULTRA WHITE 16OZ,08 Energy Drinks,,-1722,4.57,1.37,-7869.540000000001,-2359.1400000000003
1820025001,BUD LIGHT 25OZ SINGLE ,07 Beer,,-1599,3.89,6.77,-6220.110000000001,-10825.23
81752202253,200000 Extreme Cash,Scratch,,-3012,4.26,1.03,-12831.119999999999,-3102.36
81752202244,New Mega Lotteria,Scratch,,2000,3.84,2.51,7680.0,5020.0
85764100265,TRP CHLLZ STRAW CHILL,07 Wine,,-63,1.79,1.31,-112.77,-82.53
7800008345,DR PEPPER DIET 1 L,08 Soda,,-1904,0.96,8.33,-1827.84,-15860.32
7800015240,CANADA DRY 20 0Z,08 Soda,,-220,2.5,8.48,-550.0,-1865.6000000000001
4900004086,COCA COLA ZERO 20 OZ,08 Soda,,-677,0.51,4.77,-345.27,-3229.2899999999995
85300400402,CORE 20 OZ,01 Water,,1029,3.01,1.26,3097.29,1296.54
81752202282,200X The Cash 2282,Scratch,,-2571,4.75,6.52,-12212.25,-16762.92
790837,Product3599,10ae rWt,537125.0,797825,658912.0,835685.0,904011.0,796145.0
962504,Merchandise3276,0nkS8pDosrst ri ,306795.0,979077,847054.0,537502.0,497312.0,666210.0
742595,Article2213, 0nssSk i8oprtrD,386196.0,561506,958993.0,860572.0,297717.0,582240.0
180045,Commodity3175,t1e0r Wa,657562.0,183620,224470.0,821588.0,311224.0,123137.0
867885,Object3327,Bree 70,890182.0,825640,238427.0,277755.0,827837.0,893688.0
118032,Object3529,n 7ie0W,430409.0,741225,744006.0,163283.0,204689.0,894686.0
436499,Product8722,caS1s0k n,727810.0,131614,870710.0,248578.0,101697.0,943260.0
700461,Product6400,crtahcS,993928.0,380299,667499.0,762973.0,708991.0,933256.0
782453,Item8475,nsrk8i st0 DpoSr,111860.0,992222,202995.0,108713.0,470408.0,218406.0
995155,Merchandise3624,0r7e eB,683460.0,615727,579269.0,354823.0,392430.0,925774.0
119995,Goods5372,xl beT08aa,108554.0,143245,394308.0,125459.0,869510.0,660412.0
104605,Article2260,gDrs80nnrEe iy k,336088.0,241718,689023.0,400326.0,949203.0,478471.0
281542,Goods1488, kt8rSorpn sDi0s,781805.0,686128,129667.0,979999.0,448177.0,858191.0
792589,Item4395,hStacrc,974278.0,562499,791921.0,257790.0,939612.0,237662.0
973088,Commodity4372,r1 at0We,883363.0,597845,933998.0,162458.0,234076.0,865945.0
758440,Article6658,adS 08o,827118.0,754066,327236.0,662513.0,882831.0,202776.0
135513,Item5337,t0ear1W ,438141.0,746713,580425.0,144636.0,949627.0,694846.0
103195,Goods4396,caScrht,496440.0,304987,716615.0,732959.0,370386.0,797864.0
792312,Article1045,hcrtSac,918692.0,859970,311740.0,570107.0,923841.0,724772.0
242031,Product8106,eCf0 puo8nCoiceafp/,168394.0,380144,132661.0,315908.0,723678.0,427349.0
559423,Commodity4044,t8unaiFn0o ,456082.0,220180,813333.0,926957.0,669042.0,440499.0
448156,Goods4402,crthaSc,734804.0,560805,184510.0,198591.0,755640.0,163546.0
993079,Article1227,1snk0 cSa,835361.0,485903,993815.0,767222.0,547130.0,852681.0
352425,Commodity6047,trhSacc,605400.0,666321,825827.0,546389.0,625822.0,548473.0
694898,Product7213,hcSatrc,889815.0,563858,414912.0,405371.0,749165.0,303113.0
532035,Article3016,nyr DEei0g 8nkrs,461085.0,704999,318060.0,979982.0,202136.0,374033.0
121077,Item4579,S8ki trDnos0s pr,954962.0,203545,791895.0,711841.0,406498.0,297605.0
263034,Object7882,eBre70 ,519700.0,865079,994175.0,198674.0,541887.0,498947.0
969262,Article8341,gresnD0kn rEy i8,643215.0,519996,669971.0,213355.0,295243.0,873492.0
981852,Object2113,Sd 0oa8,964798.0,834050,224648.0,209062.0,913741.0,685237.0
816746,Article8183,b0Txa lae8,643431.0,993082,392173.0,351454.0,382288.0,483571.0
846139,Product9561,haSrcct,833255.0,829427,368151.0,276057.0,159387.0,715210.0
944505,Article6270,tracSch,130175.0,512140,822830.0,110325.0,357201.0,601861.0
335754,Goods8795,cShrtca,296693.0,829746,523381.0,725534.0,260895.0,417260.0
141803,Commodity7826,Schtcar,773280.0,759926,193906.0,544823.0,667076.0,973419.0
333781,Article6962,n rgyr esi8DnkE0,184534.0,248678,460259.0,900431.0,805823.0,967619.0
801438,Article2410, lbx8Taae0,228598.0,706307,854640.0,674100.0,193188.0,916595.0
902477,Merchandise7428,d 8o0aS,357331.0,926960,309491.0,615502.0,209646.0,393570.0
796078,Merchandise1998,Ey0sDirn k8g nre,824643.0,289020,245265.0,329158.0,767669.0,102490.0
774746,Object5128,acthSrc,267782.0,767874,428413.0,369641.0,932276.0,657244.0
185355,MONSTERRIG,08 Energy Drink,,583,1.19,1.39,693.77,810.3699999999999
275235,DR PEPPER,08 Sod,,3422,4.13,5.04,14132.859999999999,17246.88
452286,RED BULL,08 Energy Drink,,-485,3.88,4.47,-1881.8,-2167.95
825047,COCA COLA,08 Sod,,-654,4.6,8.94,-3008.3999999999996,-5846.759999999999
288661,OZCAPQ,08 Coffee/Cappucin,,558,2.93,6.93,1634.94,3866.94
138672,OZRKA M,01 Wate,,-4726,3.24,7.38,-15312.240000000002,-34877.88
369426,OZARKA .,01 Wate,,4708,3.92,5.83,18455.36,27447.64
387151,OZARKA SPORT .,01 Wate,,-4148,1.51,4.2,-6263.4800000000005,-17421.600000000002
319825,SPRITE ,08 Sod,,410,0.75,6.9,307.5,2829.0
239232,COCA COLA DIET  !z,08 Sod,,-146,2.1,2.75,-306.6,-401.5
410721,BUD ICEZ SINGLE!,07 Bee,,2466,4.62,1.36,11392.92,3353.76
425214,VENOM MAMBB,08 Energy Drink,,163,4.88,8.84,795.4399999999999,1440.92
762714,TX WEEKLY FLGNISDNAR,Scratci Area,,-2634,2.18,2.25,-5742.120000000001,-5926.5
774025,RED BULL.,08 Energy Drink,,197,0.93,1.42,183.21,279.74
339403,DR PEPPER  M,08 Sod,,-1138,1.57,9.37,-1786.66,-10663.06
897152,  Mil bireto,Scratci Area,,3844,3.77,4.09,14491.88,15721.96
381935,Super Loteria,Scratci Dept,,-4873,0.51,7.73,-2485.23,-37668.29
224662,Super Loterib,Scratci Dept,,-2197,2.24,9.66,-4921.280000000001,-21223.02
421040,yliaDmargeleTratSrepaPsweN,01 Newspape,,1125,2.59,9.08,2913.75,10215.0
593490,THE DAILY XE,01 Newspape,,-4996,1.55,1.37,-7743.8,-6844.52
303368,MOUNTAIN DEW,08 Sod,,1285,1.81,7.33,2325.85,9419.05
600400,AQUAFINA M,01 Wate,,-3824,4.91,8.1,-18775.84,-30974.399999999998
275471,CORE  MM,01 Wate,,160,4.4,2.49,704.0,398.40000000000003
440659, Break The Bank!,Scratci Area,,2421,1.13,3.84,2735.7299999999996,9296.64
791967,TX BREAK THE FLGNISKNA,Scratci Dept,,-4972,4.04,5.49,-20086.88,-27296.280000000002
450835,BONUS CROSSWORE,Scratci Dept,,-2855,2.04,8.81,-5824.2,-25152.550000000003
713354,TWEISTED TEARIGZ SINGLF,07 Bee,,-3807,0.77,6.63,-2931.39,-25240.41
281992,COCA COLA  M,08 Sod,,974,3.26,4.56,3175.24,4441.44
657451,Special Edition Lotteria ,Scratci Sec,,-3317,3.22,5.23,-10680.74,-17347.91
357190, mil Dollar Loteria,Scratci Dept,,-4520,4.5,5.91,-20340.0,-26713.2
181288,DR PEPPER Z,08 Sod,,4332,2.67,9.13,11566.44,39551.16
800459,  MILLION WINNERS FLCRI,Scratci Dept,,1521,3.3,1.21,5019.3,1840.4099999999999
797024,MICHELOB ULTRAZ SINGLF,07 Bee,,-243,2.25,2.62,-546.75,-636.6600000000001
199070,MONSTER LO CARB,08 Energy Drink,,2939,2.8,1.18,8229.199999999999,3468.02
530991,KEYSTONE LIGHTZ !ELGNI,07 Bee,,-1917,4.05,2.71,-7763.849999999999,-5195.07
989715,MRS BAIRDS CHOCOLATE TTUNO,01 Snack,,-4043,1.48,7.23,-5983.64,-29230.890000000003
942081,WEEKLY HALF GRAND TY,Scratci Sec,,1508,4.13,8.29,6228.04,12501.319999999998
592220,MILLER LITEZ SINGLE!,07 Bee,,-1760,3.28,4.41,-5772.799999999999,-7761.6
951032,MONSTERRIG ,08 Energy Drink,,2424,1.07,2.92,2593.6800000000003,7078.08
312516,BIG RED ,08 Sod,,-4806,1.05,7.69,-5046.3,-36958.14
528722,Super !drowssor,Scratci Area,,-920,2.1,1.05,-1932.0,-966.0
229248,G COOL BLUE,08 Sports Drink,,-1909,2.58,5.47,-4925.22,-10442.23
847488, x The Cash,Scratci Area,,-2540,4.65,7.13,-11811.0,-18110.2
795714,!EKOC,08 Taxabl,,-545,4.66,7.26,-2539.7000000000003,-3956.7
259271,PEPSI ,08 Sod,,-2141,0.65,3.84,-1391.65,-8221.44
230664,COCA COLA  L,08 Sod,,1368,3.85,7.29,5266.8,9972.72
425770,MONSTER ABSOLUTE ZERO,08 Energy Drink,,1673,0.78,9.67,1304.94,16177.91
869150,OZARKA  L,01 Wate,,3119,1.13,7.55,3524.47,23548.45
811042, MEGA !AIRETO,Scratci Sec,,-2529,0.99,6.2,-2503.71,-15679.800000000001
352535,TX BINGO EXTRASINGLF,Scratci Area,,1988,4.34,2.14,8627.92,4254.320000000001
964324,TROP CHLLZ LIMERITA!,07 Win,,3021,3.92,1.21,11842.32,3655.41
594562,  Bonus Cashwore,Scratci Area,,4245,2.51,8.45,10654.949999999999,35870.25
737026,SWISHER  FOR :,06 Tobacc,,-217,4.49,2.13,-974.33,-462.21
802383,LOOSE FGNAH,Scratci Sec,,4567,2.36,5.93,10778.119999999999,27082.309999999998
377847,VENOM ADDES,08 Energy Drink,,-583,4.59,9.92,-2675.97,-5783.36
222278,OAK FARMS TRUMOO CHOCOLATE MILK PINT!,01 Dair,,-162,3.73,6.32,-604.26,-1023.84
626978,MONSTER JUICE PACIFIC PNCH,08 Energy Drink,,1944,4.36,1.41,8475.84,2741.04
810768,Nestle seta,01 Wate,,-1863,2.61,7.9,-4862.429999999999,-14717.7
243633,BONUS BREAK THE BANK xe,Scratci Dept,,1681,2.78,6.46,4673.179999999999,10859.26
206849,STARBUCKS FRAPPUCCINO VANILLA .,08 Coffee/Cappucin,,4018,3.66,9.22,14705.880000000001,37045.96
961955,  Million Cash Partz,Scratci Dept,,-118,3.11,8.47,-366.97999999999996,-999.46
899377,STARBUCKS DOUBLESHOT VANILLA,08 Coffee/Cappucin,,3214,4.81,3.35,15459.339999999998,10766.9
659857,BreakBank ,Scratci Area,,-647,3.46,4.33,-2238.62,-2801.51
320091,X The Cash,Scratci Area,,-4909,1.12,7.05,-5498.080000000001,-34608.45
368309,GATORADE LEMON LIME,08 Sports Drink,,1078,2.06,2.05,2220.68,2209.8999999999996
657779,GATORADE FRUIT PUNCH,08 Sports Drink,,-3160,4.06,2.22,-12829.599999999999,-7015.200000000001
103449,  K x Cashwore,Scratci Sec,,4919,3.06,3.61,15052.14,17757.59
401882,Hot s,Scratci Dept,,4576,2.94,9.87,13453.44,45165.119999999995
624852, X CASH BLITZ!,Scratci Sec,,2744,0.61,4.86,1673.84,13335.84
500598,POWER X,Scratci Sec,,3786,4.44,7.28,16809.84,27562.08
522945,MILLER LITE PKZ !N,07 Bee,,-204,3.0,3.35,-612.0,-683.4
846469,AW CREAM SODA ,08 Sod,,-973,3.36,5.39,-3269.2799999999997,-5244.469999999999
154145,RED BULL SF.,08 Energy Drink,,-3016,2.23,2.1,-6725.68,-6333.6
712497,DR PEPPER CREAM SODA,08 Sod,,1405,2.49,5.35,3498.4500000000003,7516.749999999999
758597,BANG BLK CHE VANILLB,08 Energy Drink,,2712,1.14,9.36,3091.68,25384.32
568630,RED BULL WATERMELONZ!,08 Energy Drink,,-3662,2.86,4.1,-10473.32,-15014.199999999999
702206,TAKIS FUEGO .OZ!,01 Snack,,356,2.45,6.75,872.2,2403.0
471329, CASH SPECTACULAS,Scratci Area,,2913,1.18,5.1,3437.3399999999997,14856.3
890737,RED BULL PEACH NECTARINE,08 Energy Drink,,-592,2.52,9.8,-1491.84,-5801.6
906444,  K !topkca,Scratci Area,,1131,3.32,1.82,3754.9199999999996,2058.42
656256,COCA COLA CHERRY ,08 Sod,,-1190,4.18,7.06,-4974.2,-8401.4
757915,SMART WATER SPORT  MM,01 Wate,,2397,3.14,4.02,7526.58,9635.939999999999
334900, X CASH BLIT,Scratci Sec,,4799,4.91,2.68,23563.09,12861.320000000002
278453,MONSTER JAVA MEAN BEAN,08 Coffee/Cappucin,,-4660,4.64,3.71,-21622.399999999998,-17288.6
226300,MXD LONG ISLND TEAZ SINGLF,07 Bee,,-2548,1.1,6.62,-2802.8,-16867.760000000002
615384,MONSTER ULTRA PARADISE,08 Energy Drink,,-4260,3.27,5.67,-13930.2,-24154.2
412368, WEEKLY GRANE,Scratci Area,,4289,1.39,4.18,5961.709999999999,17928.02
449069, PREMIER CASH!,Scratci Sec,,4246,2.73,4.58,11591.58,19446.68
297619,STEEL RESERVEZ SINGLE BTM,07 Bee,,2573,1.56,8.86,4013.88,22796.78
752147,MRS BAIRDS POWDERED TTUNO,01 Snack,,270,4.5,9.1,1215.0,2457.0
477839,SWISHER TDNOMAI,06 Tobacc,,-4954,4.07,9.4,-20162.780000000002,-46567.6
578679, TRIPLE RED ,Scratci Sec,,-2629,4.69,2.42,-12330.01,-6362.179999999999
225240,Bonus break the bank ,Scratci Sec,,-3385,1.3,9.23,-4400.5,-31243.550000000003
507708,PEACE TEA RAZZLEBERRZ,08 Sports Drink,,3959,3.16,3.29,12510.44,13025.11
587593,MIKES LEMONADE .OZ SINGLE!,07 Bee,,1300,1.97,1.27,2561.0,1651.0
218353,MONSTER ULTRA VIOLETZ!,08 Energy Drink,,3559,3.26,2.48,11602.34,8826.32
480937, X CASH !ZTIL,Scratci Sec,,4735,4.24,2.7,20076.4,12784.5
583958,  K Jackpou,Scratci Dept,,1548,3.5,9.09,5418.0,14071.32
902249,FANTARANGE  {,08 Sod,,-415,4.64,8.45,-1925.6,-3506.7499999999995
620037,DR PEPPER M,08 Sod,,3271,2.78,9.71,9093.38,31761.410000000003
532856,  X EROWHSA,Scratci Dept,,4691,1.33,1.44,6239.030000000001,6755.04
442334, Power Y,Scratci Area,,4941,0.93,3.48,4595.13,17194.68
797167,BIG BLUE,08 Sod,,1155,2.73,5.35,3153.15,6179.25
237644,MONSTER JUICE PIPELINE PNCH,08 Energy Drink,,-2478,2.66,2.78,-6591.4800000000005,-6888.839999999999
153297, Break the Bank Super Ticket Dual oi,Scratci Sec,,-1142,2.36,5.32,-2695.12,-6075.4400000000005
682696, BONUS CASHWORE,Scratci Sec,,-4731,4.9,1.52,-23181.9,-7191.12
883691,NESTLE WATER  l,01 Wate,,2115,3.89,6.91,8227.35,14614.65
356380,White Claw Black Cherry Hard seztle,07 Bee,,840,3.85,7.29,3234.0,6123.6
283508,EZ Lotteria ,Scratci Area,,-1710,1.22,2.05,-2086.2,-3505.4999999999995
895926,MONSTER ULTRA SUNRISE,08 Energy Drink,,2870,1.05,6.48,3013.5,18597.600000000002
718878,MONSTER REHAB LEMONADE,08 Energy Drink,,-4004,2.35,7.4,-9409.4,-29629.600000000002
215112,COCA COLA CHERRY ZERO SUGAR  {,08 Sod,,-2638,1.97,5.88,-5196.86,-15511.44
545001,PEPSI ZERO SUGAR ,08 Sod,,1504,2.73,6.08,4105.92,9144.32
309930,RED BULL BLUEBERRY !ZO,08 Energy Drink,,-485,4.63,2.86,-2245.5499999999997,-1387.1
634509,BODY ARMOR SPORTWATER .Z  MM,01 Wate,,3954,4.88,4.21,19295.52,16646.34
150998, X CASH !ZTIL,Scratci Dept,,656,3.1,3.47,2033.6000000000001,2276.32
354522,BUSCHZ !ELGNI,07 Bee,,-3038,4.69,5.33,-14248.220000000001,-16192.54
551323,MONSTER LO CARB ,08 Energy Drink,,-4823,2.42,2.94,-11671.66,-14179.619999999999
767224,Y,Scratci Dept,,-3143,3.84,8.93,-12069.119999999999,-28066.989999999998
671774,TWISTED TEA HALF N HALFZ SINGLE!,07 Bee,,-2670,3.76,6.41,-10039.199999999999,-17114.7
844336, SPECIAL EDITION LOTERIA!,Scratci Area,,-3478,3.55,7.57,-12346.9,-26328.460000000003
357901,REDLINERIG TRIPLE BERRY,08 Energy Drink,,2934,4.6,7.22,13496.4,21183.48
694413,COCA COLA VANILLA,08 Sod,,365,1.14,9.57,416.09999999999997,3493.05
363991,MONSTER JAVA LOCA MOCA,08 Coffee/Cappucin,,-2591,3.55,6.45,-9198.05,-16711.95
227547,GATORADE FRUIT PUNCH,08 Sports Drink,,2866,4.49,3.21,12868.34,9199.86
242086,Ruby red t,Scratci Sec,,-623,4.07,3.54,-2535.61,-2205.42
454066,MONSTER ZERO ULTRA,08 Energy Drink,,-1327,4.55,2.62,-6037.849999999999,-3476.7400000000002
684799,NOSRIGINAL !ZO,08 Energy Drink,,2779,2.39,3.62,6641.81,10059.98
996129,SPRITE ZERO SUGAR ,08 Sod,,-159,2.14,6.34,-340.26000000000005,-1008.06
923832,SuperCrossword $,Scratci Sec,,-4316,0.74,1.16,-3193.84,-5006.5599999999995
194674,  K Jackpou,Scratci Area,,-3028,4.39,2.63,-13292.919999999998,-7963.639999999999
365560,NESQUIK CHOCOLATE G PROTEIN,01 Dair,,-2104,1.57,2.86,-3303.28,-6017.44
825140, CLASSIC !OGNI,Scratci Area,,4739,2.38,8.49,11278.82,40234.11
122728,Bang Cherry Blade Lemonadf,08 Energy Drink,,3050,4.72,9.19,14396.0,28029.5
817622,DOS XXZ FLGNI,07 Bee,,2438,4.74,8.08,11556.12,19699.04
954532,FANTA STRAWBERRY  o{,08 Sod,,1608,3.3,5.12,5306.4,8232.960000000001
191488,STEEL RESERVE HIGH GRAVZ,07 Bee,,-767,2.47,4.9,-1894.4900000000002,-3758.3
237499,GATORADE FIERCE BLUE CHERRY,08 Sports Drink,,-2110,4.6,1.61,-9706.0,-3397.1000000000004
209068,GATORADE FROST GLACIER CHERRY,08 Sports Drink,,4281,0.55,1.03,2354.55,4409.43
830417,COCA COLA DIET ,08 Sod,,-3046,1.22,1.16,-3716.12,-3533.3599999999997
454635,PEACE TEA CADDY SHACL,08 Sports Drink,,2937,0.94,1.32,2760.7799999999997,3876.84
912923,MOUNTAIN DEW CODE RED ,08 Sod,,-1463,4.83,4.02,-7066.29,-5881.259999999999
217907,TRP CHLLZ SOUR MPP,07 Win,,3003,4.32,5.07,12972.960000000001,15225.210000000001
363775,DR PEPPER ZERO SUGAR,08 Sod,,-1755,2.86,5.3,-5019.3,-9301.5
254147,BANG BLUE RAZ,08 Energy Drink,,517,0.9,5.88,465.3,3039.96
362249,BODYARMOR STRAWBERRY BANANA,08 Sports Drink,,-1553,4.73,3.66,-7345.6900000000005,-5683.9800000000005
520764,X Lotterib,Scratci Dept,,-4191,2.26,3.82,-9471.66,-16009.619999999999
120169, BINGO TIMES,Scratci Dept,,803,0.75,6.08,602.25,4882.24
562431,Lady Luck  Lottery,Scratci Sec,,-656,4.08,5.19,-2676.48,-3404.6400000000003
284144,Emerald Green t,Scratci Sec,,149,0.95,2.61,141.54999999999998,388.89
544800,INSTANT MILLIONAIRF,Scratci Sec,,-1564,3.37,4.06,-5270.68,-6349.839999999999
674719,  tyobwo,Scratci Dept,,-4468,1.29,4.14,-5763.72,-18497.519999999997
566816,PEACH TRELLIH,07 Win,,4501,4.56,3.68,20524.559999999998,16563.68
524245,Tipple,Scratci Dept,,741,3.35,8.98,2482.35,6654.18
419456, CA$H BLOWOUT!,Scratci Area,,-1040,0.63,7.87,-655.2,-8184.8
767314,Monopoly  Y,Scratci Dept,,4673,3.87,1.91,18084.510000000002,8925.43
269879, Million Dollar bireto,Scratci Area,,2825,4.27,5.47,12062.749999999998,15452.75
705212,  Mil Jackpou,Scratci Area,,4928,3.04,8.66,14981.12,42676.48
256937,DR PEPPRER GLAST,08 Sod,,-3521,4.33,2.47,-15245.93,-8696.87
963503,C FROZEN BOMBSICLE,08 Energy Drink,,-1405,4.65,5.04,-6533.250000000001,-7081.2
216104,BANG PURPLE HAZF,08 Energy Drink,,-1750,3.14,8.57,-5495.0,-14997.5
185805,Monopoly ,Scratci Dept,,545,3.66,6.33,1994.7,3449.85
596399, Extreme lcu,Scratci Area,,-3197,1.97,6.66,-6298.09,-21292.02
878931,Monopoly  X!,Scratci Area,,-1420,2.67,8.98,-3791.4,-12751.6
499729, Mega t,Scratci Area,,-4391,4.31,6.21,-18925.21,-27268.11
593162,X The Cash,Scratci Dept,,133,0.78,2.73,103.74000000000001,363.09
272636,OAK FARMS TRUMOO CHOCOLATE MILK QUARU,01 Dair,,1500,3.46,9.66,5190.0,14490.0
510409,DR PEPPER CANE SUGAR,08 Sod,,-4681,4.76,7.29,-22281.559999999998,-34124.49
606507, MONEZ,Scratci Area,,-3419,1.87,6.54,-6393.530000000001,-22360.26
889612,Lucky s,Scratci Dept,,3986,0.81,1.97,3228.6600000000003,7852.42
871035,Nutcracker Cash ,Scratci Sec,,-3924,3.03,5.62,-11889.72,-22052.88
239629,PEACE TEA SNOWBERRZ,08 Sports Drink,,4615,3.87,1.42,17860.05,6553.299999999999
980984,BIG RED ,08 Sod,,-4770,4.64,3.61,-22132.8,-17219.7
550980,  MILLION IA,Scratci Sec,,-3795,3.03,9.6,-11498.849999999999,-36432.0
127936,PURE LEAF SWEET TEA .,08 Sports Drink,,4073,3.44,5.42,14011.119999999999,22075.66
724888,GATORADE FIERCE GRAPE,08 Sports Drink,,-678,1.21,6.26,-820.38,-4244.28
824912,PEPSI DIET,08 Sod,,-4632,2.18,6.54,-10097.76,-30293.28
554594,BANG PINA BDALO,08 Energy Drink,,2220,1.85,3.72,4107.0,8258.4
244571,GATORADE FRUIT PUNCH SPORT CAP,08 Sports Drink,,-4411,2.76,4.17,-12174.359999999999,-18393.87
573517,HIT,Scratci Sec,,1329,1.36,7.35,1807.44,9768.15
139054, DIAMOND !S,Scratci Dept,,2785,3.62,8.87,10081.7,24702.949999999997
205635,Bang Miami Colb,08 Energy Drink,,1115,3.37,9.95,3757.55,11094.25
629804,NATTY DADDYZ !ELGNI,07 Bee,,-2841,0.79,9.31,-2244.3900000000003,-26449.710000000003
791279,WILD CHERRY DOUBLER $,Scratci Dept,,4084,3.21,7.39,13109.64,30180.76
609885,Holiday Bucks ,Scratci Dept,,-2384,1.69,4.58,-4028.96,-10918.72
