scan_code,item_name,department,vendor,count,cost,price,total_cost,total_retail
81752202375,POWER 100X 10,Scratch,,2581,4.27,6.12,11020.87,15795.72
7084701247,MONSTER ZERO ULTRA WHITE 16OZ,08 Energy Drinks,,-1722,4.57,1.37,-7869.54,-2359.14
1820025001,BUD LIGHT 25OZ SINGLE ,07 Beer,,-1599,3.89,6.77,-6220.11,-10825.23
81752202253,200000 Extreme Cash,Scratch,,-3012,4.26,1.03,-12831.12,-3102.36
81752202244,New Mega Lotteria,Scratch,,2000,3.84,2.51,7680.0,5020.0
85764100265,TRP CHLLZ STRAW CHILL,07 Wine,,-63,1.79,1.31,-112.77,-82.53
7800008345,DR PEPPER DIET 1 L,08 Soda,,-1904,0.96,8.33,-1827.84,-15860.32
7800015240,CANADA DRY 20 0Z,08 Soda,,-220,2.5,8.48,-550.0,-1865.6
4900004086,COCA COLA ZERO 20 OZ,08 Soda,,-677,0.51,4.77,-345.27,-3229.29
85300400402,CORE 20 OZ,01 Water,,1029,3.01,1.26,3097.29,1296.54
81752202282,200X The Cash 2282,Scratch,,-2571,4.75,6.52,-12212.25,-16762.92
790837,Product3599,10ae rWt,537125.0,797825,658912.0,835685.0,904011.0,796145.0
962504,Merchandise3276,0nkS8pDosrst ri ,306795.0,979077,847054.0,537502.0,497312.0,666210.0
742595,Article2213, 0nssSk i8oprtrD,386196.0,561506,958993.0,860572.0,297717.0,582240.0
180045,Commodity3175,t1e0r Wa,657562.0,183620,224470.0,821588.0,311224.0,123137.0
774746,Object5128,acthSrc,267782.0,767874,428413.0,369641.0,932276.0,657244.0
185355,MONSTERRIG,08 Energy Drink,,583,1.19,1.39,693.77,810.37
275235,DR PEPPER,08 Sod,,3422,4.13,5.04,14132.86,17246.88
452286,RED BULL,08 Energy Drink,,-485,3.88,4.47,-1881.8,-2167.95
825047,COCA COLA,08 Sod,,-654,4.6,8.94,-3008.4,-5846.76
288661,OZCAPQ,08 Coffee/Cappucin,,558,2.93,6.93,1634.94,3866.94
138672,OZRKA M,01 Wate,,-4726,3.24,7.38,-15312.24,-34877.88
369426,OZARKA .,01 Wate,,4708,3.92,5.83,18455.36,27447.64
387151,OZARKA SPORT .,01 Wate,,-4148,1.51,4.2,-6263.48,-17421.6
319825,SPRITE ,08 Sod,,410,0.75,6.9,307.5,2829.0
239232,COCA COLA DIET  !z,08 Sod,,-146,2.1,2.75,-306.6,-401.5
410721,BUD ICEZ SINGLE!,07 Bee,,2466,4.62,1.36,11392.92,3353.76
762714,TX WEEKLY FLGNISDNAR,Scratci Area,,-2634,2.18,2.25,-5742.12,-5926.5
774025,RED BULL.,08 Energy Drink,,197,0.93,1.42,183.21,279.74
339403,DR PEPPER  M,08 Sod,,-1138,1.57,9.37,-1786.66,-10663.06
897152,  Mil bireto,Scratci Area,,3844,3.77,4.09,14491.88,15721.96
381935,Super Loteria,Scratci Dept,,-4873,0.51,7.73,-2485.23,-37668.29
224662,Super Loterib,Scratci Dept,,-2197,2.24,9.66,-4921.28,-21223.02
421040,yliaDmargeleTratSrepaPsweN,01 Newspape,,1125,2.59,9.08,2913.75,10215.0
593490,THE DAILY XE,01 Newspape,,-4996,1.55,1.37,-7743.8,-6844.52
303368,MOUNTAIN DEW,08 Sod,,1285,1.81,7.33,2325.85,9419.05
600400,AQUAFINA M,01 Wate,,-3824,4.91,8.1,-18775.84,-30974.4
275471,CORE  MM,01 Wate,,160,4.4,2.49,704.0,398.4
440659, Break The Bank!,Scratci Area,,2421,1.13,3.84,2735.73,9296.64
791967,TX BREAK THE FLGNISKNA,Scratci Dept,,-4972,4.04,5.49,-20086.88,-27296.28
450835,BONUS CROSSWORE,Scratci Dept,,-2855,2.04,8.81,-5824.2,-25152.55
713354,TWEISTED TEARIGZ SINGLF,07 Bee,,-3807,0.77,6.63,-2931.39,-25240.41
281992,COCA COLA  M,08 Sod,,974,3.26,4.56,3175.24,4441.44
657451,Special Edition Lotteria ,Scratci Sec,,-3317,3.22,5.23,-10680.74,-17347.91
357190, mil Dollar Loteria,Scratci Dept,,-4520,4.5,5.91,-20340.0,-26713.2
181288,DR PEPPER Z,08 Sod,,4332,2.67,9.13,11566.44,39551.16
800459,  MILLION WINNERS FLCRI,Scratci Dept,,1521,3.3,1.21,5019.3,1840.41
797024,MICHELOB ULTRAZ SINGLF,07 Bee,,-243,2.25,2.62,-546.75,-636.66
199070,MONSTER LO CARB,08 Energy Drink,,2939,2.8,1.18,8229.2,3468.02
