scan_code,item_name,department,vendor,count,cost,price,total_cost,total_retail
81752202375,POWER 100X 10,Scratch,,2581,4.27,6.12,11020.87,15795.72
7084701247,MONSTER ZERO ULTRA WHITE 16OZ,08 Energy Drinks,,-1722,4.57,1.37,-7869.54,-2359.14
1820025001,BUD LIGHT 25OZ SINGLE ,07 Beer,,-1599,3.89,6.77,-6220.11,-10825.23
81752202253,200000 Extreme Cash,Scratch,,-3012,4.26,1.03,-12831.12,-3102.36
81752202244,New Mega Lotteria,Scratch,,2000,3.84,2.51,7680.0,5020.0
85764100265,TRP CHLLZ STRAW CHILL,07 Wine,,-63,1.79,1.31,-112.77,-82.53
7800008345,DR PEPPER DIET 1 L,08 Soda,,-1904,0.96,8.33,-1827.84,-15860.32
7800015240,CANADA DRY 20 0Z,08 Soda,,-220,2.5,8.48,-550.0,-1865.6
4900004086,COCA COLA ZERO 20 OZ,08 Soda,,-677,0.51,4.77,-345.27,-3229.29
85300400402,CORE 20 OZ,01 Water,,1029,3.01,1.26,3097.29,1296.54
81752202282,200X The Cash 2282,Scratch,,-2571,4.75,6.52,-12212.25,-16762.92
790837,Product3599,10ae rWt,537125.0,797825,658912.0,835685.0,904011.0,796145.0
962504,Merchandise3276,0nkS8pDosrst ri ,306795.0,979077,847054.0,537502.0,497312.0,666210.0
742595,Article2213, 0nssSk i8oprtrD,386196.0,561506,958993.0,860572.0,297717.0,582240.0
180045,Commodity3175,t1e0r Wa,657562.0,183620,224470.0,821588.0,311224.0,123137.0
867885,Object3327,Bree 70,890182.0,825640,238427.0,277755.0,827837.0,893688.0
118032,Object3529,n 7ie0W,430409.0,741225,744006.0,163283.0,204689.0,894686.0
436499,Product8722,caS1s0k n,727810.0,131614,870710.0,248578.0,101697.0,943260.0
700461,Product6400,crtahcS,993928.0,380299,667499.0,762973.0,708991.0,933256.0
782453,Item8475,nsrk8i st0 DpoSr,111860.0,992222,202995.0,108713.0,470408.0,218406.0
995155,Merchandise3624,0r7e eB,683460.0,615727,579269.0,354823.0,392430.0,925774.0
119995,Goods5372,xl beT08aa,108554.0,143245,394308.0,125459.0,869510.0,660412.0
104605,Article2260,gDrs80nnrEe iy k,336088.0,241718,689023.0,400326.0,949203.0,478471.0
281542,Goods1488, kt8rSorpn sDi0s,781805.0,686128,129667.0,979999.0,448177.0,858191.0
792589,Item4395,hStacrc,974278.0,562499,791921.0,257790.0,939612.0,237662.0
973088,Commodity4372,r1 at0We,883363.0,597845,933998.0,162458.0,234076.0,865945.0
758440,Article6658,adS 08o,827118.0,754066,327236.0,662513.0,882831.0,202776.0
135513,Item5337,t0ear1W ,438141.0,746713,580425.0,144636.0,949627.0,694846.0
103195,Goods4396,caScrht,496440.0,304987,716615.0,732959.0,370386.0,797864.0
792312,Article1045,hcrtSac,918692.0,859970,311740.0,570107.0,923841.0,724772.0
242031,Product8106,eCf0 puo8nCoiceafp/,168394.0,380144,132661.0,315908.0,723678.0,427349.0
559423,Commodity4044,t8unaiFn0o ,456082.0,220180,813333.0,926957.0,669042.0,440499.0
448156,Goods4402,crthaSc,734804.0,560805,184510.0,198591.0,755640.0,163546.0
993079,Article1227,1snk0 cSa,835361.0,485903,993815.0,767222.0,547130.0,852681.0
352425,Commodity6047,trhSacc,605400.0,666321,825827.0,546389.0,625822.0,548473.0
694898,Product7213,hcSatrc,889815.0,563858,414912.0,405371.0,749165.0,303113.0
532035,Article3016,nyr DEei0g 8nkrs,461085.0,704999,318060.0,979982.0,202136.0,374033.0
121077,Item4579,S8ki trDnos0s pr,954962.0,203545,791895.0,711841.0,406498.0,297605.0
263034,Object7882,eBre70 ,519700.0,865079,994175.0,198674.0,541887.0,498947.0
969262,Article8341,gresnD0kn rEy i8,643215.0,519996,669971.0,213355.0,295243.0,873492.0
981852,Object2113,Sd 0oa8,964798.0,834050,224648.0,209062.0,913741.0,685237.0
816746,Article8183,b0Txa lae8,643431.0,993082,392173.0,351454.0,382288.0,483571.0
846139,Product9561,haSrcct,833255.0,829427,368151.0,276057.0,159387.0,715210.0
944505,Article6270,tracSch,130175.0,512140,822830.0,110325.0,357201.0,601861.0
335754,Goods8795,cShrtca,296693.0,829746,523381.0,725534.0,260895.0,417260.0
141803,Commodity7826,Schtcar,773280.0,759926,193906.0,544823.0,667076.0,973419.0
333781,Article6962,n rgyr esi8DnkE0,184534.0,248678,460259.0,900431.0,805823.0,967619.0
801438,Article2410, lbx8Taae0,228598.0,706307,854640.0,674100.0,193188.0,916595.0
902477,Merchandise7428,d 8o0aS,357331.0,926960,309491.0,615502.0,209646.0,393570.0
796078,Merchandise1998,Ey0sDirn k8g nre,824643.0,289020,245265.0,329158.0,767669.0,102490.0
774746,Object5128,acthSrc,267782.0,767874,428413.0,369641.0,932276.0,657244.0
185355,MONSTERRIG,08 Energy Drink,,583,1.19,1.39,693.77,810.37
275235,DR PEPPER,08 Sod,,3422,4.13,5.04,14132.86,17246.88
452286,RED BULL,08 Energy Drink,,-485,3.88,4.47,-1881.8,-2167.95
825047,COCA COLA,08 Sod,,-654,4.6,8.94,-3008.4,-5846.76
288661,OZCAPQ,08 Coffee/Cappucin,,558,2.93,6.93,1634.94,3866.94
138672,OZRKA M,01 Wate,,-4726,3.24,7.38,-15312.24,-34877.88
369426,OZARKA .,01 Wate,,4708,3.92,5.83,18455.36,27447.64
387151,OZARKA SPORT .,01 Wate,,-4148,1.51,4.2,-6263.48,-17421.6
319825,SPRITE ,08 Sod,,410,0.75,6.9,307.5,2829.0
239232,COCA COLA DIET  !z,08 Sod,,-146,2.1,2.75,-306.6,-401.5
410721,BUD ICEZ SINGLE!,07 Bee,,2466,4.62,1.36,11392.92,3353.76
425214,VENOM MAMBB,08 Energy Drink,,163,4.88,8.84,795.44,1440.92
762714,TX WEEKLY FLGNISDNAR,Scratci Area,,-2634,2.18,2.25,-5742.12,-5926.5
774025,RED BULL.,08 Energy Drink,,197,0.93,1.42,183.21,279.74
339403,DR PEPPER  M,08 Sod,,-1138,1.57,9.37,-1786.66,-10663.06
897152,  Mil bireto,Scratci Area,,3844,3.77,4.09,14491.88,15721.96
381935,Super Loteria,Scratci Dept,,-4873,0.51,7.73,-2485.23,-37668.29
224662,Super Loterib,Scratci Dept,,-2197,2.24,9.66,-4921.28,-21223.02
421040,yliaDmargeleTratSrepaPsweN,01 Newspape,,1125,2.59,9.08,2913.75,10215.0
593490,THE DAILY XE,01 Newspape,,-4996,1.55,1.37,-7743.8,-6844.52
303368,MOUNTAIN DEW,08 Sod,,1285,1.81,7.33,2325.85,9419.05
600400,AQUAFINA M,01 Wate,,-3824,4.91,8.1,-18775.84,-30974.4
275471,CORE  MM,01 Wate,,160,4.4,2.49,704.0,398.4
440659, Break The Bank!,Scratci Area,,2421,1.13,3.84,2735.73,9296.64
791967,TX BREAK THE FLGNISKNA,Scratci Dept,,-4972,4.04,5.49,-20086.88,-27296.28
450835,BONUS CROSSWORE,Scratci Dept,,-2855,2.04,8.81,-5824.2,-25152.55
713354,TWEISTED TEARIGZ SINGLF,07 Bee,,-3807,0.77,6.63,-2931.39,-25240.41
281992,COCA COLA  M,08 Sod,,974,3.26,4.56,3175.24,4441.44
657451,Special Edition Lotteria ,Scratci Sec,,-3317,3.22,5.23,-10680.74,-17347.91
357190, mil Dollar Loteria,Scratci Dept,,-4520,4.5,5.91,-20340.0,-26713.2
181288,DR PEPPER Z,08 Sod,,4332,2.67,9.13,11566.44,39551.16
800459,  MILLION WINNERS FLCRI,Scratci Dept,,1521,3.3,1.21,5019.3,1840.41
797024,MICHELOB ULTRAZ SINGLF,07 Bee,,-243,2.25,2.62,-546.75,-636.66
199070,MONSTER LO CARB,08 Energy Drink,,2939,2.8,1.18,8229.2,3468.02
530991,KEYSTONE LIGHTZ !ELGNI,07 Bee,,-1917,4.05,2.71,-7763.85,-5195.07
989715,MRS BAIRDS CHOCOLATE TTUNO,01 Snack,,-4043,1.48,7.23,-5983.64,-29230.89
942081,WEEKLY HALF GRAND TY,Scratci Sec,,1508,4.13,8.29,6228.04,12501.32
592220,MILLER LITEZ SINGLE!,07 Bee,,-1760,3.28,4.41,-5772.8,-7761.6
951032,MONSTERRIG ,08 Energy Drink,,2424,1.07,2.92,2593.68,7078.08
312516,BIG RED ,08 Sod,,-4806,1.05,7.69,-5046.3,-36958.14
528722,Super !drowssor,Scratci Area,,-920,2.1,1.05,-1932.0,-966.0
229248,G COOL BLUE,08 Sports Drink,,-1909,2.58,5.47,-4925.22,-10442.23
847488, x The Cash,Scratci Area,,-2540,4.65,7.13,-11811.0,-18110.2
795714,!EKOC,08 Taxabl,,-545,4.66,7.26,-2539.7,-3956.7
259271,PEPSI ,08 Sod,,-2141,0.65,3.84,-1391.65,-8221.44
230664,COCA COLA  L,08 Sod,,1368,3.85,7.29,5266.8,9972.72
425770,MONSTER ABSOLUTE ZERO,08 Energy Drink,,1673,0.78,9.67,1304.94,16177.91
869150,OZARKA  L,01 Wate,,3119,1.13,7.55,3524.47,23548.45
811042, MEGA !AIRETO,Scratci Sec,,-2529,0.99,6.2,-2503.71,-15679.8
352535,TX BINGO EXTRASINGLF,Scratci Area,,1988,4.34,2.14,8627.92,4254.32
964324,TROP CHLLZ LIMERITA!,07 Win,,3021,3.92,1.21,11842.32,3655.41
594562,  Bonus Cashwore,Scratci Area,,4245,2.51,8.45,10654.95,35870.25
737026,SWISHER  FOR :,06 Tobacc,,-217,4.49,2.13,-974.33,-462.21
802383,LOOSE FGNAH,Scratci Sec,,4567,2.36,5.93,10778.12,27082.31
377847,VENOM ADDES,08 Energy Drink,,-583,4.59,9.92,-2675.97,-5783.36
222278,OAK FARMS TRUMOO CHOCOLATE MILK PINT!,01 Dair,,-162,3.73,6.32,-604.26,-1023.84
626978,MONSTER JUICE PACIFIC PNCH,08 Energy Drink,,1944,4.36,1.41,8475.84,2741.04
810768,Nestle seta,01 Wate,,-1863,2.61,7.9,-4862.43,-14717.7
243633,BONUS BREAK THE BANK xe,Scratci Dept,,1681,2.78,6.46,4673.18,10859.26
206849,STARBUCKS FRAPPUCCINO VANILLA .,08 Coffee/Cappucin,,4018,3.66,9.22,14705.88,37045.96
961955,  Million Cash Partz,Scratci Dept,,-118,3.11,8.47,-366.98,-999.46
899377,STARBUCKS DOUBLESHOT VANILLA,08 Coffee/Cappucin,,3214,4.81,3.35,15459.34,10766.9
659857,BreakBank ,Scratci Area,,-647,3.46,4.33,-2238.62,-2801.51
320091,X The Cash,Scratci Area,,-4909,1.12,7.05,-5498.08,-34608.45
368309,GATORADE LEMON LIME,08 Sports Drink,,1078,2.06,2.05,2220.68,2209.9
657779,GATORADE FRUIT PUNCH,08 Sports Drink,,-3160,4.06,2.22,-12829.6,-7015.2
103449,  K x Cashwore,Scratci Sec,,4919,3.06,3.61,15052.14,17757.59
401882,Hot s,Scratci Dept,,4576,2.94,9.87,13453.44,45165.12
624852, X CASH BLITZ!,Scratci Sec,,2744,0.61,4.86,1673.84,13335.84
500598,POWER X,Scratci Sec,,3786,4.44,7.28,16809.84,27562.08
522945,MILLER LITE PKZ !N,07 Bee,,-204,3.0,3.35,-612.0,-683.4
846469,AW CREAM SODA ,08 Sod,,-973,3.36,5.39,-3269.28,-5244.47
154145,RED BULL SF.,08 Energy Drink,,-3016,2.23,2.1,-6725.68,-6333.6
712497,DR PEPPER CREAM SODA,08 Sod,,1405,2.49,5.35,3498.45,7516.75
758597,BANG BLK CHE VANILLB,08 Energy Drink,,2712,1.14,9.36,3091.68,25384.32
568630,RED BULL WATERMELONZ!,08 Energy Drink,,-3662,2.86,4.1,-10473.32,-15014.2
702206,TAKIS FUEGO .OZ!,01 Snack,,356,2.45,6.75,872.2,2403.0
471329, CASH SPECTACULAS,Scratci Area,,2913,1.18,5.1,3437.34,14856.3
890737,RED BULL PEACH NECTARINE,08 Energy Drink,,-592,2.52,9.8,-1491.84,-5801.6
906444,  K !topkca,Scratci Area,,1131,3.32,1.82,3754.92,2058.42
656256,COCA COLA CHERRY ,08 Sod,,-1190,4.18,7.06,-4974.2,-8401.4
757915,SMART WATER SPORT  MM,01 Wate,,2397,3.14,4.02,7526.58,9635.94
334900, X CASH BLIT,Scratci Sec,,4799,4.91,2.68,23563.09,12861.32
278453,MONSTER JAVA MEAN BEAN,08 Coffee/Cappucin,,-4660,4.64,3.71,-21622.4,-17288.6
226300,MXD LONG ISLND TEAZ SINGLF,07 Bee,,-2548,1.1,6.62,-2802.8,-16867.76
615384,MONSTER ULTRA PARADISE,08 Energy Drink,,-4260,3.27,5.67,-13930.2,-24154.2
412368, WEEKLY GRANE,Scratci Area,,4289,1.39,4.18,5961.71,17928.02
449069, PREMIER CASH!,Scratci Sec,,4246,2.73,4.58,11591.58,19446.68
297619,STEEL RESERVEZ SINGLE BTM,07 Bee,,2573,1.56,8.86,4013.88,22796.78
752147,MRS BAIRDS POWDERED TTUNO,01 Snack,,270,4.5,9.1,1215.0,2457.0
477839,SWISHER TDNOMAI,06 Tobacc,,-4954,4.07,9.4,-20162.78,-46567.6
578679, TRIPLE RED ,Scratci Sec,,-2629,4.69,2.42,-12330.01,-6362.18
225240,Bonus break the bank ,Scratci Sec,,-3385,1.3,9.23,-4400.5,-31243.55
507708,PEACE TEA RAZZLEBERRZ,08 Sports Drink,,3959,3.16,3.29,12510.44,13025.11
587593,MIKES LEMONADE .OZ SINGLE!,07 Bee,,1300,1.97,1.27,2561.0,1651.0
218353,MONSTER ULTRA VIOLETZ!,08 Energy Drink,,3559,3.26,2.48,11602.34,8826.32
480937, X CASH !ZTIL,Scratci Sec,,4735,4.24,2.7,20076.4,12784.5
583958,  K Jackpou,Scratci Dept,,1548,3.5,9.09,5418.0,14071.32
902249,FANTARANGE  {,08 Sod,,-415,4.64,8.45,-1925.6,-3506.75
	
